10000,2097331
10000,1227650
10000,1162659
10000,807739
10000,429955
10000,390718
10000,339157
10000,297397
10000,261110
10000,276819
10000,283838
10000,258333
10000,361217
10000,338018
10000,306092
10000,284079
10000,270910
10000,266021
10000,269582
10000,286050
10000,274701
10000,255460
10000,260964
10000,286829
10000,323082
10000,151023
10000,139296
10000,142494
10000,136891
10000,134453
10000,134876
10000,132793
10000,133713
10000,135025
10000,133840
10000,133555
10000,133614
10000,134295
10000,133436
10000,132584
10000,132012
10000,133959
10000,133994
10000,134586
10000,133266
10000,133227
10000,132713
10000,132876
10000,132813
10000,133185
10000,133750
10000,139970
10000,145978
10000,140219
10000,134315
10000,132373
10000,132793
10000,132360
10000,133679
10000,132655
10000,133506
10000,132956
10000,132273
10000,131955
10000,132661
10000,132094
10000,132261
10000,132760
10000,133309
10000,133189
10000,133947
10000,132238
10000,133071
10000,133388
10000,133510
10000,132174
10000,137698
10000,132781
10000,132685
10000,132971
10000,162019
10000,135358
10000,133524
10000,133509
10000,134105
10000,145708
10000,141569
10000,156240
10000,150907
10000,147461
10000,152708
10000,139934
10000,141773
10000,146379
10000,133598
10000,132556
10000,133402
10000,132993
10000,132992
10000,132917
10100,273220
10100,231382
10100,194411
10100,153608
10100,153690
10100,151324
10100,150110
10100,149802
10100,148754
10100,161267
10100,154870
10100,156022
10100,156671
10100,155959
10100,153642
10100,2385557
10100,234271
10100,155679
10100,144408
10100,142867
10100,154299
10100,150514
10100,148968
10100,148496
10100,147691
10100,150109
10100,149553
10100,150510
10100,150793
10100,149519
10100,148179
10100,148174
10100,150255
10100,147908
10100,149722
10100,148408
10100,148697
10100,147961
10100,149275
10100,149582
10100,148799
10100,148335
10100,148461
10100,148628
10100,148829
10100,148210
10100,156443
10100,156035
10100,153331
10100,150330
10100,147959
10100,148719
10100,149280
10100,148013
10100,148543
10100,148765
10100,148680
10100,148529
10100,149208
10100,149378
10100,148311
10100,148039
10100,148191
10100,148349
10100,148263
10100,148613
10100,148945
10100,162212
10100,151228
10100,152230
10100,149860
10100,149485
10100,147830
10100,151238
10100,151966
10100,155281
10100,153267
10100,149675
10100,149139
10100,149340
10100,148431
10100,149685
10100,147661
10100,149011
10100,148716
10100,148690
10100,147657
10100,149801
10100,148943
10100,148205
10100,148678
10100,147285
10100,148108
10100,147721
10100,148283
10100,148014
10100,151037
10100,150156
10100,149082
10100,149448
10200,302640
10200,169769
10200,141319
10200,132304
10200,130090
10200,173787
10200,132581
10200,150329
10200,143381
10200,142853
10200,141574
10200,135241
10200,133279
10200,134247
10200,134165
10200,134362
10200,133825
10200,133820
10200,134368
10200,133634
10200,133700
10200,134491
10200,134396
10200,134823
10200,133410
10200,134230
10200,134140
10200,133739
10200,134315
10200,133850
10200,132549
10200,134324
10200,134167
10200,133288
10200,128602
10200,128876
10200,128183
10200,128950
10200,130034
10200,131309
10200,131975
10200,133385
10200,128477
10200,128740
10200,132050
10200,122043
10200,120791
10200,121629
10200,120698
10200,120910
10200,120123
10200,121408
10200,132774
10200,128045
10200,128390
10200,156901
10200,159518
10200,167777
10200,165136
10200,154619
10200,144872
10200,141243
10200,140156
10200,142777
10200,137184
10200,145536
10200,161568
10200,159788
10200,164513
10200,158007
10200,155963
10200,166248
10200,151668
10200,143285
10200,141276
10200,141019
10200,147325
10200,139363
10200,134706
10200,134096
10200,132751
10200,133398
10200,132539
10200,133400
10200,132872
10200,131948
10200,128647
10200,145128
10200,144716
10200,137539
10200,134064
10200,133759
10200,132545
10200,132866
10200,133150
10200,133160
10200,132473
10200,133978
10200,133382
10200,132671
10300,382762
10300,265490
10300,241043
10300,225778
10300,203380
10300,199956
10300,299223
10300,376264
10300,349485
10300,325500
10300,322705
10300,321163
10300,317308
10300,317122
10300,316148
10300,314440
10300,312493
10300,312097
10300,310480
10300,311043
10300,310657
10300,310205
10300,309588
10300,308558
10300,310368
10300,309945
10300,306725
10300,307740
10300,307410
10300,308363
10300,307452
10300,332477
10300,268428
10300,253635
10300,252165
10300,252447
10300,249840
10300,253045
10300,249870
10300,258698
10300,251647
10300,251627
10300,253138
10300,252098
10300,250620
10300,254555
10300,216329
10300,227897
10300,241814
10300,236829
10300,224191
10300,224775
10300,223362
10300,224322
10300,225676
10300,224240
10300,226158
10300,215751
10300,195711
10300,196185
10300,197093
10300,196354
10300,195827
10300,196989
10300,196053
10300,195844
10300,195791
10300,195855
10300,195721
10300,195492
10300,209390
10300,211566
10300,210855
10300,211208
10300,196132
10300,195157
10300,195282
10300,193901
10300,194608
10300,194685
10300,195558
10300,195796
10300,194055
10300,194038
10300,195203
10300,195238
10300,210878
10300,198925
10300,198454
10300,198678
10300,198421
10300,190891
10300,171143
10300,171325
10300,171798
10300,171154
10300,171109
10300,197688
10300,196280
10300,196964
10400,361405
10400,232470
10400,217808
10400,216785
10400,218792
10400,219173
10400,215165
10400,214145
10400,212910
10400,219337
10400,219395
10400,224361
10400,190027
10400,186599
10400,179135
10400,178105
10400,179356
10400,179902
10400,179427
10400,181269
10400,179053
10400,177760
10400,177735
10400,179756
10400,178432
10400,187405
10400,167340
10400,148127
10400,142649
10400,141602
10400,142134
10400,142383
10400,140162
10400,140933
10400,140704
10400,141854
10400,139666
10400,140544
10400,140143
10400,141291
10400,141172
10400,141060
10400,141754
10400,141447
10400,140948
10400,140735
10400,140272
10400,139655
10400,141659
10400,140433
10400,141099
10400,141480
10400,141477
10400,139005
10400,140389
10400,140237
10400,140681
10400,134815
10400,134711
10400,135928
10400,137996
10400,137986
10400,138560
10400,135470
10400,134309
10400,134898
10400,134641
10400,133831
10400,139879
10400,135094
10400,135764
10400,134508
10400,135069
10400,135883
10400,135426
10400,134284
10400,134047
10400,141985
10400,126981
10400,126493
10400,126920
10400,154685
10400,260845
10400,174393
10400,166029
10400,154759
10400,151297
10400,150779
10400,154435
10400,158648
10400,173051
10400,165918
10400,164299
10400,165259
10400,162655
10400,162697
10400,161260
10400,138895
10400,139669
10400,138042
10500,306398
10500,160266
10500,143670
10500,142621
10500,141261
10500,141176
10500,139700
10500,138614
10500,153707
10500,147779
10500,147786
10500,155826
10500,149795
10500,150780
10500,147947
10500,148485
10500,145598
10500,146486
10500,146437
10500,149042
10500,158222
10500,158731
